ID,EMPLOYEEID,ORDERDATE,REQUIREDDATE,SHIPPEDDATE,SHIPVIA,FREIGHT,SHIPNAME,SHIPADDRESS,SHIPCITY,SHIPREGION,SHIPPOSTALCODE,SHIPCOUNTRY
10582,3,2013-06-27,2013-07-25,2013-07-14,2,27.71,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
10972,4,2014-03-24,2014-04-21,2014-03-26,2,0.02,La corne d'abondance,"67, avenue de l'Europe",Versailles,Western Europe,78000,France
10902,1,2014-02-23,2014-03-23,2014-03-03,1,44.15,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10882,4,2014-02-11,2014-03-11,2014-02-20,3,23.10,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10776,1,2013-12-15,2014-01-12,2013-12-18,3,351.53,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10276,8,2012-08-08,2012-08-22,2012-08-14,3,13.84,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico
10852,8,2014-01-26,2014-02-09,2014-01-30,1,174.05,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
10803,4,2013-12-30,2014-01-27,2014-01-06,1,55.23,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
10450,8,2013-02-19,2013-03-19,2013-03-11,2,7.23,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
10530,3,2013-05-08,2013-06-05,2013-05-12,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
10937,7,2014-03-10,2014-03-24,2014-03-13,3,31.51,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
10724,8,2013-10-30,2013-12-11,2013-11-05,2,57.75,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
10370,6,2012-12-03,2012-12-31,2012-12-27,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
10836,7,2014-01-16,2014-02-13,2014-01-21,1,411.88,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10593,7,2013-07-09,2013-08-06,2013-08-13,2,174.20,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10287,8,2012-08-22,2012-09-19,2012-08-28,3,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
10813,1,2014-01-05,2014-02-02,2014-01-09,1,47.38,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
10319,7,2012-10-02,2012-10-30,2012-10-11,3,64.50,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico
11029,4,2014-04-16,2014-05-14,2014-04-27,1,47.84,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
10269,5,2012-07-31,2012-08-14,2012-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
10391,3,2012-12-23,2013-01-20,2012-12-31,3,5.45,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
10856,3,2014-01-28,2014-02-25,2014-02-10,2,58.43,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico
11038,1,2014-04-21,2014-05-19,2014-04-30,2,29.59,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
10307,2,2012-09-17,2012-10-15,2012-09-25,2,0.56,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
10531,7,2013-05-08,2013-06-05,2013-05-19,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
10290,8,2012-08-27,2012-09-24,2012-09-03,1,79.70,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
10506,9,2013-04-15,2013-05-13,2013-05-02,2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10558,1,2013-06-04,2013-07-02,2013-06-10,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10392,2,2012-12-24,2013-01-21,2013-01-01,3,122.46,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
10632,8,2013-08-14,2013-09-11,2013-08-19,1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
10598,1,2013-07-14,2013-08-11,2013-07-18,3,44.42,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
10524,1,2013-05-01,2013-05-29,2013-05-07,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10933,6,2014-03-06,2014-04-03,2014-03-16,3,54.15,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
10732,3,2013-11-06,2013-12-04,2013-11-07,1,16.97,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
10395,6,2012-12-26,2013-01-23,2013-01-03,1,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10604,1,2013-07-18,2013-08-15,2013-07-29,1,7.46,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
10728,4,2013-11-04,2013-12-02,2013-11-11,2,58.33,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
10261,4,2012-07-19,2012-08-16,2012-07-30,2,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
10986,8,2014-03-30,2014-04-27,2014-04-21,2,217.86,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
11059,2,2014-04-29,2014-06-10,,2,85.80,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
10259,4,2012-07-18,2012-08-15,2012-07-25,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,05022,Mexico
10325,1,2012-10-09,2012-10-23,2012-10-14,3,64.86,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10669,2,2013-09-15,2013-10-13,2013-09-22,1,24.39,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
10914,6,2014-02-27,2014-03-27,2014-03-02,1,21.19,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
11013,2,2014-04-09,2014-05-07,2014-04-10,1,32.99,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
10564,4,2013-06-10,2013-07-08,2013-06-16,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
10872,5,2014-02-05,2014-03-05,2014-02-09,2,175.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
11053,2,2014-04-27,2014-05-25,2014-04-29,2,53.05,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
11009,2,2014-04-08,2014-05-06,2014-04-10,1,59.11,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
10920,4,2014-03-03,2014-03-31,2014-03-09,2,29.61,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10661,7,2013-09-09,2013-10-07,2013-09-15,3,17.55,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10970,9,2014-03-24,2014-04-07,2014-04-24,1,16.16,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
10886,1,2014-02-13,2014-03-13,2014-03-02,1,4.99,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
10686,2,2013-09-30,2013-10-28,2013-10-08,1,96.50,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
10735,6,2013-11-10,2013-12-08,2013-11-21,2,45.97,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
10268,8,2012-07-30,2012-08-27,2012-08-02,3,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
10981,1,2014-03-27,2014-04-24,2014-04-02,2,193.37,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
10918,3,2014-03-02,2014-03-30,2014-03-11,3,48.83,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
10257,4,2012-07-16,2012-08-13,2012-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10750,9,2013-11-21,2013-12-19,2013-11-24,1,79.30,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10977,8,2014-03-26,2014-04-23,2014-04-10,3,208.50,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10666,7,2013-09-12,2013-10-10,2013-09-22,2,232.42,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
10912,2,2014-02-26,2014-03-26,2014-03-18,2,580.91,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10389,4,2012-12-20,2013-01-17,2012-12-24,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
10995,1,2014-04-02,2014-04-30,2014-04-06,3,46.00,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico
10331,9,2012-10-16,2012-11-27,2012-10-21,1,10.19,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
10990,2,2014-04-01,2014-05-13,2014-04-07,3,117.61,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10624,4,2013-08-07,2013-09-04,2013-08-19,2,94.80,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
10742,3,2013-11-14,2013-12-12,2013-11-18,3,243.73,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
10437,8,2013-02-05,2013-03-05,2013-02-12,1,19.97,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10811,8,2014-01-02,2014-01-30,2014-01-08,1,31.22,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
11037,7,2014-04-21,2014-05-19,2014-04-27,1,3.20,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
10484,3,2013-03-24,2013-04-21,2013-04-01,3,6.88,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10273,3,2012-08-05,2012-09-02,2012-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10311,1,2012-09-20,2012-10-04,2012-09-26,3,24.69,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
10283,3,2012-08-16,2012-09-13,2012-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
10793,3,2013-12-24,2014-01-21,2014-01-08,3,4.52,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10668,1,2013-09-15,2013-10-13,2013-09-23,2,47.22,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
10779,3,2013-12-16,2014-01-13,2014-01-14,2,58.13,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany
10423,6,2013-01-23,2013-02-06,2013-02-24,3,24.50,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
11000,2,2014-04-06,2014-05-04,2014-04-14,3,55.12,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
10444,3,2013-02-12,2013-03-12,2013-02-21,3,3.50,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10576,3,2013-06-23,2013-07-07,2013-06-30,3,18.56,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico
10878,4,2014-02-10,2014-03-10,2014-02-12,1,46.69,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10959,6,2014-03-18,2014-04-29,2014-03-23,2,4.98,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
10471,2,2013-03-11,2013-04-08,2013-03-18,3,45.59,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10512,7,2013-04-21,2013-05-19,2013-04-24,2,3.53,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
10957,8,2014-03-18,2014-04-15,2014-03-27,3,105.36,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
11076,4,2014-05-06,2014-06-03,,2,38.28,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
10939,2,2014-03-10,2014-04-07,2014-03-13,2,76.33,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
10610,8,2013-07-25,2013-08-22,2013-08-06,1,26.78,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
10405,1,2013-01-06,2013-02-03,2013-01-22,1,34.82,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
10382,4,2012-12-13,2013-01-10,2012-12-16,1,94.77,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10802,4,2013-12-29,2014-01-26,2014-01-02,2,257.26,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
11067,1,2014-05-04,2014-05-18,2014-05-06,2,7.98,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
10681,3,2013-09-25,2013-10-23,2013-09-30,3,76.13,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
10844,8,2014-01-21,2014-02-18,2014-01-26,2,25.22,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
10709,1,2013-10-17,2013-11-14,2013-11-20,3,210.80,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
10445,3,2013-02-13,2013-03-13,2013-02-20,1,9.30,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10399,8,2012-12-31,2013-01-14,2013-01-08,3,27.36,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
10609,7,2013-07-24,2013-08-21,2013-07-30,2,1.85,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
10566,9,2013-06-12,2013-07-10,2013-06-18,1,88.40,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
10414,2,2013-01-14,2013-02-11,2013-01-17,3,21.48,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
10386,9,2012-12-18,2013-01-01,2012-12-25,3,13.99,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
10551,4,2013-05-28,2013-07-09,2013-06-06,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
10722,8,2013-10-29,2013-12-10,2013-11-04,1,74.58,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10693,3,2013-10-06,2013-10-20,2013-10-10,3,139.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
11015,2,2014-04-10,2014-04-24,2014-04-20,2,4.62,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
10659,7,2013-09-05,2013-10-03,2013-09-10,2,105.81,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
10711,5,2013-10-21,2013-12-02,2013-10-29,2,52.41,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
11056,8,2014-04-28,2014-05-12,2014-05-01,2,278.96,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
10568,3,2013-06-13,2013-07-11,2013-07-09,3,6.54,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
10549,5,2013-05-27,2013-06-10,2013-05-30,1,171.24,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10712,3,2013-10-21,2013-11-18,2013-10-31,1,89.93,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
11020,2,2014-04-14,2014-05-12,2014-04-16,2,43.30,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
10941,7,2014-03-11,2014-04-08,2014-03-20,2,400.81,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10379,2,2012-12-11,2013-01-08,2012-12-13,1,45.03,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
10415,3,2013-01-15,2013-02-12,2013-01-24,1,0.20,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
10377,1,2012-12-09,2013-01-06,2012-12-13,3,22.21,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
10857,8,2014-01-28,2014-02-25,2014-02-06,2,188.85,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10550,7,2013-05-28,2013-06-25,2013-06-06,3,4.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
10829,9,2014-01-13,2014-02-10,2014-01-23,1,154.72,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
10587,1,2013-07-02,2013-07-30,2013-07-09,1,62.52,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
10314,1,2012-09-25,2012-10-23,2012-10-04,2,74.16,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
11070,2,2014-05-05,2014-06-02,,1,136.00,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
11011,3,2014-04-09,2014-05-07,2014-04-13,1,1.21,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
10599,6,2013-07-15,2013-08-26,2013-07-21,3,29.98,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10518,4,2013-04-25,2013-05-09,2013-05-05,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico
10359,5,2012-11-21,2012-12-19,2012-11-26,3,288.43,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
10782,9,2013-12-17,2014-01-14,2013-12-22,3,1.10,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
10574,4,2013-06-19,2013-07-17,2013-06-30,2,37.60,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
10640,4,2013-08-21,2013-09-18,2013-08-28,1,23.55,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
10702,4,2013-10-13,2013-11-24,2013-10-21,1,23.94,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
10289,7,2012-08-26,2012-09-23,2012-08-28,3,22.77,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10674,4,2013-09-18,2013-10-16,2013-09-30,2,0.90,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
10948,3,2014-03-13,2014-04-10,2014-03-19,3,23.39,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
10403,4,2013-01-03,2013-01-31,2013-01-09,3,73.79,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10481,8,2013-03-20,2013-04-17,2013-03-25,2,64.33,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
10362,3,2012-11-25,2012-12-23,2012-11-28,1,96.04,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
10976,1,2014-03-25,2014-05-06,2014-04-03,1,37.97,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10556,2,2013-06-03,2013-07-15,2013-06-13,1,9.80,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
10583,2,2013-06-30,2013-07-28,2013-07-04,2,7.28,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10277,2,2012-08-09,2012-09-06,2012-08-13,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany
10815,2,2014-01-05,2014-02-02,2014-01-14,3,14.62,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10849,9,2014-01-23,2014-02-20,2014-01-30,2,0.56,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10367,7,2012-11-28,2012-12-26,2012-12-02,3,13.55,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
10320,5,2012-10-03,2012-10-17,2012-10-18,3,34.57,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10794,6,2013-12-24,2014-01-21,2014-01-02,1,21.49,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
10801,4,2013-12-29,2014-01-26,2013-12-31,2,97.09,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
10910,1,2014-02-26,2014-03-26,2014-03-04,3,38.11,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
10662,3,2013-09-09,2013-10-07,2013-09-18,2,1.28,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
10843,4,2014-01-21,2014-02-18,2014-01-26,2,9.26,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
10441,3,2013-02-10,2013-03-24,2013-03-14,2,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
10500,6,2013-04-09,2013-05-07,2013-04-17,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
10526,4,2013-05-05,2013-06-02,2013-05-15,2,58.59,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10543,8,2013-05-21,2013-06-18,2013-05-23,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
10496,7,2013-04-04,2013-05-02,2013-04-07,2,46.77,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
10497,7,2013-04-04,2013-05-02,2013-04-07,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10951,9,2014-03-16,2014-04-27,2014-04-07,2,30.85,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
10330,3,2012-10-16,2012-11-13,2012-10-28,1,12.75,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
10250,4,2012-07-08,2012-08-05,2012-07-12,2,65.83,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
10614,8,2013-07-29,2013-08-26,2013-08-01,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
10475,9,2013-03-14,2013-04-11,2013-04-04,1,68.52,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
10917,4,2014-03-02,2014-03-30,2014-03-11,2,8.29,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
10692,4,2013-10-03,2013-10-31,2013-10-13,2,61.02,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
10783,4,2013-12-18,2014-01-15,2013-12-19,2,124.98,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
10831,3,2014-01-14,2014-02-11,2014-01-23,2,72.19,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
10798,2,2013-12-26,2014-01-23,2014-01-05,1,2.33,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
10752,2,2013-11-24,2013-12-22,2013-11-28,3,1.39,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK
10773,1,2013-12-11,2014-01-08,2013-12-16,3,96.43,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10333,5,2012-10-18,2012-11-15,2012-10-25,3,0.59,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
11071,1,2014-05-05,2014-06-02,,1,0.93,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
10348,4,2012-11-07,2012-12-05,2012-11-15,2,0.78,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
10252,4,2012-07-09,2012-08-06,2012-07-11,2,51.30,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
10673,2,2013-09-18,2013-10-16,2013-09-19,1,22.76,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
10602,8,2013-07-17,2013-08-14,2013-07-22,2,2.92,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
10424,7,2013-01-23,2013-02-20,2013-01-27,2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
10748,3,2013-11-20,2013-12-18,2013-11-28,1,232.55,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10663,2,2013-09-10,2013-09-24,2013-10-03,2,113.15,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
10994,2,2014-04-02,2014-04-16,2014-04-09,3,65.53,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
11048,7,2014-04-24,2014-05-22,2014-04-30,3,24.12,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
10427,4,2013-01-27,2013-02-24,2013-03-03,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
10935,4,2014-03-09,2014-04-06,2014-03-18,3,47.59,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
10586,9,2013-07-02,2013-07-30,2013-07-09,1,0.48,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
10676,2,2013-09-22,2013-10-20,2013-09-29,2,2.01,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico
10509,4,2013-04-17,2013-05-15,2013-04-29,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
10890,7,2014-02-16,2014-03-16,2014-02-18,1,32.76,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
10264,6,2012-07-24,2012-08-21,2012-08-23,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10751,3,2013-11-24,2013-12-22,2013-12-03,3,130.79,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
